2
55
120
40.905000	45.450000
99.322647	69.342975
120.000000	64.594088
120.000000	49.782790
110.551142	34.886177
92.855816	24.657850
80.025457	23.271174
80.093413	28.234121
89.090575	33.122923
97.630373	33.532990
98.826602	29.720090
92.590500	25.343507
85.495853	24.085419
83.421264	26.341785
87.199031	29.606053
92.343306	30.977275
94.678072	29.798790
92.782222	27.473801
89.141357	26.103844
86.980392	26.541891
87.728552	28.044295
90.096247	29.165473
91.814573	29.109252
91.709015	28.205213
90.309031	27.359824
89.026870	27.211781
88.828082	27.697757
89.598692	28.278299
90.484265	28.474106
90.768402	28.231399
90.386234	27.850205
89.805335	27.660420
89.525937	27.758746
89.687494	27.994269
90.050085	28.148317
90.279995	28.122270
90.233749	27.982936
90.018846	27.867442
89.845254	27.858862
89.836731	27.936028
89.957061	28.016837
90.079441	28.037663
90.108537	27.997932
90.046078	27.944130
89.964191	27.921549
89.931326	27.939550
89.960217	27.973642
90.012429	27.993225
90.041452	27.986894
90.030837	27.966284
89.999105	27.951064
89.976313	27.951617
89.977792	27.963415
89.996091	27.974398
90.012663	27.976268
90.015122	27.969946
90.005232	27.962455
89.993860	27.959901
