5				
55				
120				
40.905	45.45	1	2	0.01
99.322647	69.342975	1	2	0.01
120	64.594088	1	2	0.01
120	49.78279	1	2	0.01
110.551142	34.886177	1	2	0.01
92.855816	24.65785	1	2	0.01
80.025457	23.271174	1	2	0.01
80.093413	28.234121	1	2	0.01
89.090575	33.122923	1	2	0.01
97.630373	33.53299	1	2	0.01
98.826602	29.72009	1	2	0.01
92.5905	25.343507	1	2	0.01
85.495853	24.085419	1	2	0.01
83.421264	26.341785	1	2	0.01
87.199031	29.606053	1	2	0.01
92.343306	30.977275	1	2	0.01
94.678072	29.79879	1	2	0.01
92.782222	27.473801	1	2	0.01
89.141357	26.103844	1	2	0.01
86.980392	26.541891	1	2	0.01
87.728552	28.044295	1	2	0.01
90.096247	29.165473	1	2	0.01
91.814573	29.109252	1	2	0.01
91.709015	28.205213	1	2	0.01
90.309031	27.359824	1	2	0.01
89.02687	27.211781	1	2	0.01
88.828082	27.697757	1	2	0.01
89.598692	28.278299	1	2	0.01
90.484265	28.474106	1	2	0.01
90.768402	28.231399	1	2	0.01
90.386234	27.850205	1	2	0.01
89.805335	27.66042	1	2	0.01
89.525937	27.758746	1	2	0.01
89.687494	27.994269	1	2	0.01
90.050085	28.148317	1	2	0.01
90.279995	28.12227	1	2	0.01
90.233749	27.982936	1	2	0.01
90.018846	27.867442	1	2	0.01
89.845254	27.858862	1	2	0.01
89.836731	27.936028	1	2	0.01
89.957061	28.016837	1	2	0.01
90.079441	28.037663	1	2	0.01
90.108537	27.997932	1	2	0.01
90.046078	27.94413	1	2	0.01
89.964191	27.921549	1	2	0.01
89.931326	27.93955	1	2	0.01
89.960217	27.973642	1	2	0.01
90.012429	27.993225	1	2	0.01
90.041452	27.986894	1	2	0.01
90.030837	27.966284	1	2	0.01
89.999105	27.951064	1	2	0.01
89.976313	27.951617	1	2	0.01
89.977792	27.963415	1	2	0.01
89.996091	27.974398	1	2	0.01
90.012663	27.976268	1	2	0.01
90.015122	27.969946	1	2	0.01
90.005232	27.962455	1	2	0.01
89.99386	27.959901	1	2	0.01
