3  
55  
120  
40.905 45.45 90.0
99.322647 69.342975 90.0
120 64.594088 90.0
120 49.78279 90.0
110.551142 34.886177 90.0
92.855816 24.65785 90.0
80.025457 23.271174 90.0
80.093413 28.234121 90.0
89.090575 33.122923 90.0
97.630373 33.53299 90.0
98.826602 29.72009 90.0
92.5905 25.343507 90.0
85.495853 24.085419 90.0
83.421264 26.341785 90.0
87.199031 29.606053 90.0
92.343306 30.977275 90.0
94.678072 29.79879 90.0
92.782222 27.473801 90.0
89.141357 26.103844 90.0
86.980392 26.541891 90.0
87.728552 28.044295 90.0
90.096247 29.165473 90.0
91.814573 29.109252 90.0
91.709015 28.205213 90.0
90.309031 27.359824 90.0
89.02687 27.211781 90.0
88.828082 27.697757 90.0
89.598692 28.278299 90.0
90.484265 28.474106 90.0
90.768402 28.231399 90.0
90.386234 27.850205 90.0
89.805335 27.66042 90.0
89.525937 27.758746 90.0
89.687494 27.994269 90.0
90.050085 28.148317 90.0
90.279995 28.12227 90.0
90.233749 27.982936 90.0
90.018846 27.867442 90.0
89.845254 27.858862 90.0
89.836731 27.936028 90.0
89.957061 28.016837 90.0
90.079441 28.037663 90.0
90.108537 27.997932 90.0
90.046078 27.94413 90.0
89.964191 27.921549 90.0
89.931326 27.93955 90.0
89.960217 27.973642 90.0
90.012429 27.993225 90.0
90.041452 27.986894 90.0
90.030837 27.966284 90.0
89.999105 27.951064 90.0
89.976313 27.951617 90.0
89.977792 27.963415 90.0
89.996091 27.974398 90.0
90.012663 27.976268 90.0
90.015122 27.969946 90.0
90.005232 27.962455 90.0
89.99386 27.959901 90.0
